epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,28710.7,1.11888,2.35837,0.30378,1.17428,1.57071,0.93828,0.95739,0.98535,0.66985,0.93828,0.95739,0.98535,0.46311,1.13042,1.67254,0.07201,0.58803,1.7116,0.000802208,0.000802208,0.000802208
61,29247.7,1.13049,2.34766,0.30427,1.16836,1.57405,0.92863,0.98853,0.99089,0.70364,0.91946,0.97944,0.98003,0.46413,1.03336,1.61659,0.08274,0.52727,1.55778,0.000795954,0.000795954,0.000795954
62,29781.3,1.14482,2.31458,0.30357,1.19107,1.59989,0.94165,0.93229,0.9794,0.6836,0.92639,0.9233,0.9597,0.45773,1.07642,1.61656,0.08356,0.55235,1.62275,0.000789628,0.000789628,0.000789628
63,30315,1.13398,2.34831,0.30267,1.19505,1.5899,0.98289,0.98785,0.99073,0.66413,0.9768,0.98168,0.98125,0.50752,1.10574,1.57894,0.08313,0.52949,1.65263,0.000783231,0.000783231,0.000783231
64,30850.5,1.11488,2.24382,0.30789,1.16712,1.57928,0.95216,0.98176,0.99134,0.70118,0.95216,0.98176,0.99134,0.46693,1.00605,1.6398,0.14052,0.50855,1.54342,0.000776766,0.000776766,0.000776766
65,31384.9,1.1331,2.3009,0.30633,1.1457,1.57786,0.94809,0.93351,0.98798,0.70568,0.94809,0.93351,0.98798,0.50419,1.01862,1.57202,0.0683,0.54879,1.56118,0.000770234,0.000770234,0.000770234
66,31919.5,1.10891,2.22804,0.3009,1.14285,1.55629,0.96553,0.93221,0.98341,0.71532,0.95305,0.91975,0.96139,0.47508,1.02131,1.59047,0.04931,0.53025,1.52584,0.000763637,0.000763637,0.000763637
67,32416.6,1.08651,2.22291,0.29744,1.1004,1.5579,0.97029,0.96809,0.98864,0.72243,0.95162,0.94513,0.95997,0.50556,0.97442,1.52958,0.06286,0.4826,1.52021,0.000756976,0.000756976,0.000756976
68,32872.7,1.12421,2.26007,0.2961,1.16425,1.59695,0.98318,0.98846,0.99177,0.7192,0.97715,0.9824,0.98443,0.50267,1.01584,1.55684,0.05808,0.50507,1.58541,0.000750252,0.000750252,0.000750252
69,33329,1.12888,2.24539,0.30016,1.14014,1.57599,0.96396,0.97133,0.98523,0.71372,0.96368,0.97035,0.98183,0.48796,1.01011,1.56563,0.08103,0.52753,1.55566,0.000743468,0.000743468,0.000743468
